sequance,matrix,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,a100
6,bl,0.17857142857142855,0.08928571428571427,0.04464285714285714,0.02232142857142857,0.011160714285714284,0.005580357142857142,0.002790178571428571,0.0013950892857142855,0.0006975446428571428,0.0003487723214285714,0.0001743861607142857,8.719308035714285e-05,4.359654017857142e-05,2.179827008928571e-05,1.0899135044642856e-05,5.449567522321428e-06,2.724783761160714e-06,1.362391880580357e-06,6.811959402901785e-07,3.4059797014508924e-07,1.7029898507254462e-07,8.514949253627231e-08,4.2574746268136155e-08,2.1287373134068078e-08,1.0643686567034039e-08,5.321843283517019e-09,2.6609216417585097e-09,1.3304608208792548e-09,6.652304104396274e-10,3.326152052198137e-10,1.6630760260990686e-10,8.315380130495343e-11,4.1576900652476714e-11,2.0788450326238357e-11,1.0394225163119178e-11,5.197112581559589e-12,2.5985562907797946e-12,1.2992781453898973e-12,6.496390726949487e-13,3.2481953634747433e-13,1.6240976817373716e-13,8.120488408686858e-14,4.060244204343429e-14,2.0301221021717145e-14,1.0150610510858573e-14,5.075305255429286e-15,2.537652627714643e-15,1.2688263138573216e-15,6.344131569286608e-16,3.172065784643304e-16,1.586032892321652e-16,7.93016446160826e-17,3.96508223080413e-17,1.982541115402065e-17,9.912705577010325e-18,4.9563527885051625e-18,2.4781763942525812e-18,1.2390881971262906e-18,6.195440985631453e-19,3.0977204928157265e-19,1.5488602464078633e-19,7.744301232039316e-20,3.872150616019658e-20,1.936075308009829e-20,9.680376540049145e-21,4.840188270024573e-21,2.4200941350122864e-21,1.2100470675061432e-21,6.050235337530716e-22,3.025117668765358e-22,1.512558834382679e-22,7.562794171913395e-23,3.7813970859566974e-23,1.8906985429783487e-23,9.453492714891744e-24,4.726746357445872e-24,2.363373178722936e-24,1.181686589361468e-24,5.90843294680734e-25,2.95421647340367e-25,1.477108236701835e-25,7.385541183509175e-26,3.6927705917545873e-26,1.8463852958772937e-26,9.231926479386468e-27,4.615963239693234e-27,2.307981619846617e-27,1.1539908099233085e-27,5.769954049616543e-28,2.8849770248082714e-28,1.4424885124041357e-28,7.212442562020678e-29,3.606221281010339e-29,1.8031106405051696e-29,9.015553202525848e-30,4.507776601262924e-30,2.253888300631462e-30,1.126944150315731e-30,5.634720751578655e-31
6,bp,0.17857142857142855,0.08928571428571427,0.04464285714285714,0.02232142857142857,0.011160714285714284,0.005580357142857142,0.002790178571428571,0.0013950892857142855,0.0006975446428571428,0.0003487723214285714,0.0001743861607142857,8.719308035714285e-05,4.359654017857142e-05,2.179827008928571e-05,1.0899135044642856e-05,5.449567522321428e-06,2.724783761160714e-06,1.362391880580357e-06,6.811959402901785e-07,3.4059797014508924e-07,1.7029898507254462e-07,8.514949253627231e-08,4.2574746268136155e-08,2.1287373134068078e-08,1.0643686567034039e-08,5.321843283517019e-09,2.6609216417585097e-09,1.3304608208792548e-09,6.652304104396274e-10,3.326152052198137e-10,1.6630760260990686e-10,8.315380130495343e-11,4.1576900652476714e-11,2.0788450326238357e-11,1.0394225163119178e-11,5.197112581559589e-12,2.5985562907797946e-12,1.2992781453898973e-12,6.496390726949487e-13,3.2481953634747433e-13,1.6240976817373716e-13,8.120488408686858e-14,4.060244204343429e-14,2.0301221021717145e-14,1.0150610510858573e-14,5.075305255429286e-15,2.537652627714643e-15,1.2688263138573216e-15,6.344131569286608e-16,3.172065784643304e-16,1.586032892321652e-16,7.93016446160826e-17,3.96508223080413e-17,1.982541115402065e-17,9.912705577010325e-18,4.9563527885051625e-18,2.4781763942525812e-18,1.2390881971262906e-18,6.195440985631453e-19,3.0977204928157265e-19,1.5488602464078633e-19,7.744301232039316e-20,3.872150616019658e-20,1.936075308009829e-20,9.680376540049145e-21,4.840188270024573e-21,2.4200941350122864e-21,1.2100470675061432e-21,6.050235337530716e-22,3.025117668765358e-22,1.512558834382679e-22,7.562794171913395e-23,3.7813970859566974e-23,1.8906985429783487e-23,9.453492714891744e-24,4.726746357445872e-24,2.363373178722936e-24,1.181686589361468e-24,5.90843294680734e-25,2.95421647340367e-25,1.477108236701835e-25,7.385541183509175e-26,3.6927705917545873e-26,1.8463852958772937e-26,9.231926479386468e-27,4.615963239693234e-27,2.307981619846617e-27,1.1539908099233085e-27,5.769954049616543e-28,2.8849770248082714e-28,1.4424885124041357e-28,7.212442562020678e-29,3.606221281010339e-29,1.8031106405051696e-29,9.015553202525848e-30,4.507776601262924e-30,2.253888300631462e-30,1.126944150315731e-30,5.634720751578655e-31
7,tv,0.11445783132530121,0.057228915662650606,0.014307228915662652,0.007153614457831326,0.0017884036144578314,0.0005961345381526105,0.00019871151271753682,4.9677878179384205e-05,2.4838939089692102e-05,8.2796463632307e-06,2.7598821210769e-06,6.89970530269225e-07,3.449852651346125e-07,1.1499508837820416e-07,3.8331696126068054e-08,1.2777232042022685e-08,6.388616021011342e-09,2.1295386736704474e-09,1.0647693368352237e-09,2.6619233420880593e-10,6.654808355220148e-11,2.2182694517400493e-11,1.1091347258700247e-11,3.697115752900082e-12,1.848557876450041e-12,6.161859588166804e-13,1.540464897041701e-13,7.702324485208505e-14,1.925581121302126e-14,9.62790560651063e-15,4.813952803255315e-15,2.4069764016276577e-15,1.2034882008138288e-15,3.008720502034572e-16,1.002906834011524e-16,2.50726708502881e-17,1.253633542514405e-17,6.268167712572025e-18,3.1340838562860123e-18,7.835209640715031e-19,3.9176048203575154e-19,1.9588024101787577e-19,9.794012050893789e-20,4.897006025446894e-20,2.448503012723447e-20,6.121257531808618e-21,3.060628765904309e-21,7.651571914760772e-22,3.825785957380386e-22,9.564464893450965e-23,3.188154964483655e-23,1.5940774822418275e-23,3.985193705604569e-24,1.3283979018681895e-24,6.641989509340947e-25,2.213996503113649e-25,7.379988343712163e-26,1.844997085928041e-26,6.149990286426803e-27,2.0499967621422675e-27,5.124991905355669e-28,1.2812479763389172e-28,6.406239881694586e-29,3.203119940847293e-29,1.6015599704236465e-29,4.003899926059116e-30,2.001949963029558e-30,1.000974981514779e-30,2.5024374537869476e-31,8.341458179289825e-32,2.0853645448224562e-32,6.951215149408187e-33,1.7378037873520467e-33,8.689018936760234e-34,2.1722547341900584e-34,5.430636835475146e-35,1.3576592088687865e-35,6.788296044343932e-36,1.697074011085983e-36,4.242685027714958e-37,2.121342513857479e-37,5.303356284643697e-38,1.3258390711609243e-38,6.629195355804622e-39,2.209731785268207e-39,7.36577261756069e-40,1.8414431543901723e-40,9.207215771950862e-41,2.3018039429877154e-41,7.67267980995905e-42,1.9181699524897626e-42,4.7954248812244066e-43,2.3977124406122033e-43,5.994281101530508e-44,1.498570275382627e-44,7.492851376913135e-45,3.7464256884565676e-45,9.366064221141419e-46,3.1220214070471394e-46
7,tn,0.3346720214190094,0.11155734047300314,0.027889335118250785,0.013944667559125393,0.004648222519708464,0.002324111259854232,0.000581027814963558,0.0001452569537408895,7.262847687044475e-05,2.420949229014825e-05,8.069830763382749e-06,2.0174576908456872e-06,5.043644227114218e-07,2.521822113557109e-07,6.304555283892773e-08,1.576138820973193e-08,7.880694104865966e-09,2.6268980349553216e-09,6.567245087388304e-10,1.641811271847076e-10,8.20905635923538e-11,2.052264089808845e-11,6.8408802993628165e-12,1.7102200748407041e-12,8.551100374203521e-13,2.1377750935508801e-13,1.0688875467754401e-13,3.562958489251467e-14,8.907396223128667e-15,2.2268490557821667e-15,5.567122639455417e-16,1.855707546485139e-16,4.639268866212847e-17,2.3196344331064236e-17,5.799086082766059e-18,1.9330286942553528e-18,9.665143471276764e-19,2.416285867819191e-19,1.2081429339095955e-19,6.040714669547977e-20,1.5101786673869944e-20,3.775446668467486e-21,1.887723334233743e-21,4.719308335584357e-22,1.573102778528119e-22,7.865513892640595e-23,1.9663784731601488e-23,9.831892365800744e-24,2.457973091450186e-24,1.228986545725093e-24,6.144932728625465e-25,3.0724663643127325e-25,7.681165910781831e-26,3.8405829553909156e-26,9.601457388477289e-27,3.2004857961590962e-27,1.0668285987196986e-27,3.556095329065662e-28,1.778047664532831e-28,5.92682554844277e-29,2.963412774221385e-29,9.87804258073795e-30,3.292680860245983e-30,1.0975602867486609e-30,5.4878014337433046e-31,1.3719503584358261e-31,6.859751792179131e-32,1.7149379480447827e-32,8.574689740223913e-33,2.1436724350559783e-33,5.359181087639946e-34,2.679590543819973e-34,6.698976359549932e-35,1.674744089887483e-35,8.373720449437415e-36,2.093430112359354e-36,5.233575280898385e-37,2.6167876404491923e-37,6.541969101122981e-38,3.2709845505614904e-38,8.177461376403726e-39,4.088730688201863e-39,1.0221826720504657e-39,5.110913360252329e-40,1.7036377867507762e-40,4.2590944668769404e-41,2.1295472334384702e-41,7.098490778128234e-42,1.7746226945320585e-42,8.873113472660293e-43,2.957704490886764e-43,1.478852245443382e-43,3.697130613608455e-44,9.242826534021137e-45,3.080942178007046e-45,7.702355445017614e-46,3.851177722508807e-46,1.2837259075029357e-46,4.279086358343119e-47
7,bl,0.27108433734939763,0.13554216867469882,0.06777108433734941,0.033885542168674704,0.016942771084337352,0.008471385542168676,0.004235692771084338,0.002117846385542169,0.0010589231927710845,0.0005294615963855422,0.0002647307981927711,0.00013236539909638556,6.618269954819278e-05,3.309134977409639e-05,1.6545674887048195e-05,8.272837443524098e-06,4.136418721762049e-06,2.0682093608810244e-06,1.0341046804405122e-06,5.170523402202561e-07,2.5852617011012805e-07,1.2926308505506403e-07,6.463154252753201e-08,3.2315771263766006e-08,1.6157885631883003e-08,8.078942815941502e-09,4.039471407970751e-09,2.0197357039853754e-09,1.0098678519926877e-09,5.049339259963438e-10,2.524669629981719e-10,1.2623348149908596e-10,6.311674074954298e-11,3.155837037477149e-11,1.5779185187385745e-11,7.889592593692873e-12,3.944796296846436e-12,1.972398148423218e-12,9.86199074211609e-13,4.930995371058045e-13,2.4654976855290227e-13,1.2327488427645113e-13,6.163744213822557e-14,3.0818721069112784e-14,1.5409360534556392e-14,7.704680267278196e-15,3.852340133639098e-15,1.926170066819549e-15,9.630850334097745e-16,4.815425167048872e-16,2.407712583524436e-16,1.203856291762218e-16,6.01928145881109e-17,3.009640729405545e-17,1.5048203647027726e-17,7.524101823513863e-18,3.7620509117569316e-18,1.8810254558784658e-18,9.405127279392329e-19,4.7025636396961645e-19,2.3512818198480823e-19,1.1756409099240411e-19,5.878204549620206e-20,2.939102274810103e-20,1.4695511374050514e-20,7.347755687025257e-21,3.6738778435126285e-21,1.8369389217563143e-21,9.184694608781571e-22,4.592347304390786e-22,2.296173652195393e-22,1.1480868260976964e-22,5.740434130488482e-23,2.870217065244241e-23,1.4351085326221205e-23,7.175542663110603e-24,3.587771331555301e-24,1.7938856657776506e-24,8.969428328888253e-25,4.484714164444127e-25,2.2423570822220633e-25,1.1211785411110317e-25,5.605892705555158e-26,2.802946352777579e-26,1.4014731763887896e-26,7.007365881943948e-27,3.503682940971974e-27,1.751841470485987e-27,8.759207352429935e-28,4.379603676214967e-28,2.1898018381074837e-28,1.0949009190537418e-28,5.474504595268709e-29,2.7372522976343546e-29,1.3686261488171773e-29,6.843130744085887e-30,3.421565372042943e-30,1.7107826860214716e-30,8.553913430107358e-31
7,bp,0.27108433734939763,0.13554216867469882,0.06777108433734941,0.033885542168674704,0.016942771084337352,0.008471385542168676,0.004235692771084338,0.002117846385542169,0.0010589231927710845,0.0005294615963855422,0.0002647307981927711,0.00013236539909638556,6.618269954819278e-05,3.309134977409639e-05,1.6545674887048195e-05,8.272837443524098e-06,4.136418721762049e-06,2.0682093608810244e-06,1.0341046804405122e-06,5.170523402202561e-07,2.5852617011012805e-07,1.2926308505506403e-07,6.463154252753201e-08,3.2315771263766006e-08,1.6157885631883003e-08,8.078942815941502e-09,4.039471407970751e-09,2.0197357039853754e-09,1.0098678519926877e-09,5.049339259963438e-10,2.524669629981719e-10,1.2623348149908596e-10,6.311674074954298e-11,3.155837037477149e-11,1.5779185187385745e-11,7.889592593692873e-12,3.944796296846436e-12,1.972398148423218e-12,9.86199074211609e-13,4.930995371058045e-13,2.4654976855290227e-13,1.2327488427645113e-13,6.163744213822557e-14,3.0818721069112784e-14,1.5409360534556392e-14,7.704680267278196e-15,3.852340133639098e-15,1.926170066819549e-15,9.630850334097745e-16,4.815425167048872e-16,2.407712583524436e-16,1.203856291762218e-16,6.01928145881109e-17,3.009640729405545e-17,1.5048203647027726e-17,7.524101823513863e-18,3.7620509117569316e-18,1.8810254558784658e-18,9.405127279392329e-19,4.7025636396961645e-19,2.3512818198480823e-19,1.1756409099240411e-19,5.878204549620206e-20,2.939102274810103e-20,1.4695511374050514e-20,7.347755687025257e-21,3.6738778435126285e-21,1.8369389217563143e-21,9.184694608781571e-22,4.592347304390786e-22,2.296173652195393e-22,1.1480868260976964e-22,5.740434130488482e-23,2.870217065244241e-23,1.4351085326221205e-23,7.175542663110603e-24,3.587771331555301e-24,1.7938856657776506e-24,8.969428328888253e-25,4.484714164444127e-25,2.2423570822220633e-25,1.1211785411110317e-25,5.605892705555158e-26,2.802946352777579e-26,1.4014731763887896e-26,7.007365881943948e-27,3.503682940971974e-27,1.751841470485987e-27,8.759207352429935e-28,4.379603676214967e-28,2.1898018381074837e-28,1.0949009190537418e-28,5.474504595268709e-29,2.7372522976343546e-29,1.3686261488171773e-29,6.843130744085887e-30,3.421565372042943e-30,1.7107826860214716e-30,8.553913430107358e-31
8,tv,0.37351190476190477,0.09337797619047619,0.023344494047619048,0.005836123511904762,0.001945374503968254,0.0006484581679894179,0.00016211454199735448,8.105727099867724e-05,2.701909033289241e-05,6.754772583223103e-06,2.2515908610743673e-06,1.1257954305371837e-06,3.7526514351239454e-07,1.8763257175619727e-07,4.690814293904932e-08,2.345407146952466e-08,5.863517867381165e-09,1.9545059557937215e-09,9.772529778968608e-10,2.443132444742152e-10,8.143774815807173e-11,2.0359437039517933e-11,1.0179718519758966e-11,5.089859259879483e-12,2.5449296299397416e-12,1.2724648149698708e-12,3.181162037424677e-13,1.5905810187123385e-13,3.976452546780846e-14,9.941131366952116e-15,3.3137104556507052e-15,1.1045701518835684e-15,2.761425379708921e-16,6.903563449272303e-17,1.7258908623180756e-17,8.629454311590378e-18,4.314727155795189e-18,1.0786817889487973e-18,3.5956059631626576e-19,1.7978029815813288e-19,5.992676605271095e-20,1.4981691513177738e-20,4.9938971710592454e-21,2.4969485855296227e-21,6.242371463824057e-22,3.1211857319120284e-22,1.040395243970676e-22,2.60098810992669e-23,6.502470274816725e-24,1.6256175687041813e-24,4.0640439217604533e-25,1.0160109804401133e-25,3.386703268133711e-26,1.1289010893779035e-26,3.763003631259678e-27,1.254334543753226e-27,6.27167271876613e-28,2.0905575729220433e-28,5.226393932305108e-29,2.613196966152554e-29,8.710656553841847e-30,2.903552184613949e-30,7.2588804615348725e-31,1.8147201153837181e-31,6.04906705127906e-32,3.02453352563953e-32,1.0081778418798433e-32,3.3605928062661445e-33,8.401482015665361e-34,4.200741007832681e-34,2.1003705039163403e-34,1.0501852519581702e-34,5.250926259790851e-35,1.3127315649477127e-35,6.563657824738563e-36,1.640914456184641e-36,4.102286140461602e-37,1.0255715351154005e-37,2.5639288377885014e-38,1.2819644188942507e-38,3.204911047235627e-39,1.0683036824118756e-39,3.5610122747062516e-40,1.1870040915687505e-40,5.935020457843752e-41,1.483755114460938e-41,3.709387786152345e-42,1.8546938930761726e-42,9.273469465380863e-43,4.6367347326904315e-43,2.3183673663452158e-43,5.795918415863039e-44,1.4489796039657598e-44,7.244898019828799e-45,1.8112245049571998e-45,9.056122524785999e-46,2.2640306311964998e-46,7.546768770654999e-47,2.515589590218333e-47
8,tn,0.26339285714285715,0.13169642857142858,0.032924107142857144,0.016462053571428572,0.008231026785714286,0.004115513392857143,0.0010288783482142857,0.0003429594494047619,0.00011431981646825396,3.810660548941798e-05,1.905330274470899e-05,4.7633256861772476e-06,1.587775228725749e-06,5.292584095752497e-07,1.3231460239381242e-07,6.615730119690621e-08,1.6539325299226553e-08,8.269662649613276e-09,2.7565542165377588e-09,1.3782771082688794e-09,4.594257027562931e-10,1.1485642568907327e-10,5.7428212844536637e-11,1.9142737614845544e-11,6.380912538281848e-12,1.595228134570462e-12,5.317427115234873e-13,1.772475705078291e-13,8.862378525391455e-14,2.2155946313478636e-14,5.538986578369659e-15,2.7694932891848296e-15,6.923733222962074e-16,2.307911074320691e-16,1.1539555371603456e-16,2.884888842900864e-17,1.442444421450432e-17,7.21222210725216e-18,3.60611105362608e-18,9.0152776340652e-19,2.2538194085163e-19,1.12690970425815e-19,5.63454852129075e-20,2.817274260645375e-20,7.043185651613437e-21,2.3477285505378124e-21,7.825761835126041e-22,3.9128809175630204e-22,9.782202293907551e-23,4.8911011469537755e-23,1.6303670489845917e-23,4.075917622461479e-24,2.0379588112307397e-24,5.094897028076849e-25,1.6982990093589497e-25,8.491495046794749e-26,2.1228737616986872e-26,7.076245872328956e-27,3.538122936164478e-27,8.845307340411195e-28,4.422653670205598e-28,1.4742178900685324e-28,7.371089450342662e-29,1.8427723625856655e-29,9.213861812928328e-30,2.303465453232082e-30,5.758663633080205e-31,2.8793318165401023e-31,7.198329541350256e-32,1.799582385337564e-32,4.49895596334391e-33,1.4996519877813033e-33,7.4982599389065165e-34,1.8745649847266291e-34,4.686412461816573e-35,1.5621374872721909e-35,5.2071249575739695e-36,2.6035624787869848e-36,8.678541595956616e-37,2.169635398989154e-37,5.424088497472885e-38,2.7120442487364425e-38,1.3560221243682212e-38,3.390055310920553e-39,1.1300184369735176e-39,5.650092184867588e-40,1.412523046216897e-40,3.5313076155422426e-41,1.7656538077711213e-41,8.828269038855607e-42,4.414134519427803e-42,2.2070672597139016e-42,5.517668149284754e-43,2.758834074642377e-43,6.897085186605943e-44,3.4485425933029713e-44,1.149514197767657e-44,5.747570988838285e-45,1.9158569962794282e-45
8,bl,0.28348214285714285,0.14174107142857142,0.07087053571428571,0.035435267857142856,0.017717633928571428,0.008858816964285714,0.004429408482142857,0.0022147042410714285,0.0011073521205357143,0.0005536760602678571,0.00027683803013392856,0.00013841901506696428,6.920950753348214e-05,3.460475376674107e-05,1.7302376883370535e-05,8.651188441685268e-06,4.325594220842634e-06,2.162797110421317e-06,1.0813985552106585e-06,5.406992776053292e-07,2.703496388026646e-07,1.351748194013323e-07,6.758740970066615e-08,3.3793704850333077e-08,1.6896852425166538e-08,8.448426212583269e-09,4.2242131062916346e-09,2.1121065531458173e-09,1.0560532765729086e-09,5.280266382864543e-10,2.6401331914322716e-10,1.3200665957161358e-10,6.600332978580679e-11,3.3001664892903395e-11,1.6500832446451698e-11,8.250416223225849e-12,4.125208111612924e-12,2.062604055806462e-12,1.031302027903231e-12,5.156510139516155e-13,2.5782550697580777e-13,1.2891275348790389e-13,6.445637674395194e-14,3.222818837197597e-14,1.6114094185987986e-14,8.057047092993993e-15,4.0285235464969965e-15,2.0142617732484982e-15,1.0071308866242491e-15,5.035654433121246e-16,2.517827216560623e-16,1.2589136082803114e-16,6.294568041401557e-17,3.1472840207007785e-17,1.5736420103503892e-17,7.868210051751946e-18,3.934105025875973e-18,1.9670525129379866e-18,9.835262564689933e-19,4.917631282344966e-19,2.458815641172483e-19,1.2294078205862416e-19,6.147039102931208e-20,3.073519551465604e-20,1.536759775732802e-20,7.68379887866401e-21,3.841899439332005e-21,1.9209497196660025e-21,9.604748598330013e-22,4.802374299165006e-22,2.401187149582503e-22,1.2005935747912516e-22,6.002967873956258e-23,3.001483936978129e-23,1.5007419684890645e-23,7.503709842445322e-24,3.751854921222661e-24,1.8759274606113306e-24,9.379637303056653e-25,4.689818651528326e-25,2.344909325764163e-25,1.1724546628820816e-25,5.862273314410408e-26,2.931136657205204e-26,1.465568328602602e-26,7.32784164301301e-27,3.663920821506505e-27,1.8319604107532525e-27,9.159802053766263e-28,4.579901026883131e-28,2.2899505134415656e-28,1.1449752567207828e-28,5.724876283603914e-29,2.862438141801957e-29,1.4312190709009785e-29,7.156095354504893e-30,3.578047677252446e-30,1.789023838626223e-30,8.945119193131116e-31
8,bp,0.21651785714285715,0.10825892857142858,0.05412946428571429,0.027064732142857144,0.013532366071428572,0.006766183035714286,0.003383091517857143,0.0016915457589285715,0.0008457728794642857,0.00042288643973214287,0.00021144321986607144,0.00010572160993303572,5.286080496651786e-05,2.643040248325893e-05,1.3215201241629465e-05,6.607600620814732e-06,3.303800310407366e-06,1.651900155203683e-06,8.259500776018415e-07,4.129750388009208e-07,2.064875194004604e-07,1.032437597002302e-07,5.16218798501151e-08,2.581093992505755e-08,1.2905469962528774e-08,6.452734981264387e-09,3.2263674906321935e-09,1.6131837453160968e-09,8.065918726580484e-10,4.032959363290242e-10,2.016479681645121e-10,1.0082398408225605e-10,5.0411992041128024e-11,2.5205996020564012e-11,1.2602998010282006e-11,6.301499005141003e-12,3.1507495025705015e-12,1.5753747512852508e-12,7.876873756426254e-13,3.938436878213127e-13,1.9692184391065634e-13,9.846092195532817e-14,4.9230460977664086e-14,2.4615230488832043e-14,1.2307615244416022e-14,6.153807622208011e-15,3.0769038111040054e-15,1.5384519055520027e-15,7.692259527760013e-16,3.8461297638800067e-16,1.9230648819400034e-16,9.615324409700017e-17,4.8076622048500084e-17,2.4038311024250042e-17,1.2019155512125021e-17,6.0095777560625105e-18,3.0047888780312553e-18,1.5023944390156276e-18,7.511972195078138e-19,3.755986097539069e-19,1.8779930487695345e-19,9.389965243847673e-20,4.6949826219238363e-20,2.3474913109619182e-20,1.1737456554809591e-20,5.8687282774047954e-21,2.9343641387023977e-21,1.4671820693511989e-21,7.335910346755994e-22,3.667955173377997e-22,1.8339775866889986e-22,9.169887933444993e-23,4.5849439667224964e-23,2.2924719833612482e-23,1.1462359916806241e-23,5.7311799584031205e-24,2.8655899792015603e-24,1.4327949896007801e-24,7.163974948003901e-25,3.5819874740019503e-25,1.7909937370009752e-25,8.954968685004876e-26,4.477484342502438e-26,2.238742171251219e-26,1.1193710856256095e-26,5.5968554281280474e-27,2.7984277140640237e-27,1.3992138570320118e-27,6.996069285160059e-28,3.4980346425800296e-28,1.7490173212900148e-28,8.745086606450074e-29,4.372543303225037e-29,2.1862716516125185e-29,1.0931358258062593e-29,5.465679129031296e-30,2.732839564515648e-30,1.366419782257824e-30,6.83209891128912e-31
9,tv,0.2579787234042553,0.08599290780141844,0.04299645390070922,0.014332151300236406,0.004777383766745469,0.0011943459416863672,0.00039811531389545574,9.952882847386393e-05,4.976441423693197e-05,1.658813807897732e-05,5.529379359659106e-06,1.3823448399147765e-06,3.4558620997869413e-07,1.1519540332623138e-07,3.839846777541046e-08,9.599616943852615e-09,4.799808471926307e-09,1.1999521179815768e-09,3.999840393271923e-10,1.3332801310906408e-10,4.444267103635469e-11,1.1110667759088673e-11,5.5553338795443365e-12,1.3888334698860841e-12,6.944167349430421e-13,3.4720836747152103e-13,8.680209186788026e-14,2.893403062262675e-14,7.233507655656687e-15,3.6167538278283436e-15,9.041884569570859e-16,2.2604711423927147e-16,5.651177855981787e-17,1.4127944639954467e-17,4.709314879984822e-18,1.1773287199962056e-18,2.943321799990514e-19,1.471660899995257e-19,7.358304499976285e-20,1.8395761249940712e-20,4.598940312485178e-21,1.1497350781212945e-21,5.748675390606473e-22,1.4371688476516182e-22,4.7905628255053935e-23,2.3952814127526967e-23,7.984271375842321e-24,1.9960678439605804e-24,4.990169609901451e-25,1.2475424024753627e-25,4.1584746749178754e-26,1.0396186687294688e-26,3.465395562431562e-27,8.663488906078906e-28,2.887829635359635e-28,7.219574088399087e-29,3.609787044199544e-29,9.02446761049886e-30,3.0081558701662862e-30,1.5040779350831431e-30,3.7601948377078578e-31,9.400487094269644e-32,2.350121773567411e-32,1.1750608867837055e-32,2.937652216959264e-33,1.468826108479632e-33,4.89608702826544e-34,1.22402175706636e-34,3.0600543926659e-35,1.53002719633295e-35,3.825067990832375e-36,1.2750226636107916e-36,3.187556659026979e-37,7.968891647567447e-38,1.9922229118918618e-38,4.9805572797296545e-39,2.4902786398648273e-39,8.300928799549424e-40,2.075232199887356e-40,5.18808049971839e-41,1.7293601665727966e-41,4.3234004164319915e-42,2.1617002082159957e-42,5.404250520539989e-43,2.7021252602699947e-43,1.3510626301349973e-43,6.755313150674987e-44,3.3776565753374933e-44,8.444141438343733e-45,2.1110353595859333e-45,1.0555176797929667e-45,3.518392265976555e-46,1.7591961329882775e-46,4.397990332470694e-47,1.4659967774902313e-47,7.329983887451156e-48,2.4433279624837188e-48,6.108319906209297e-49,3.0541599531046485e-49
9,tn,0.1875,0.09375,0.03125,0.015625,0.00390625,0.001953125,0.00048828125,0.000244140625,6.103515625e-05,2.0345052083333332e-05,1.0172526041666666e-05,2.5431315104166665e-06,6.357828776041666e-07,3.178914388020833e-07,7.947285970052083e-08,2.6490953233506943e-08,6.622738308376736e-09,3.311369154188368e-09,8.27842288547092e-10,4.13921144273546e-10,1.034802860683865e-10,5.174014303419325e-11,1.2935035758548312e-11,3.233758939637078e-12,1.616879469818539e-12,4.0421986745463475e-13,1.0105496686365869e-13,3.3684988954552896e-14,1.1228329651517632e-14,5.614164825758816e-15,1.403541206439704e-15,7.01770603219852e-16,2.339235344066173e-16,7.797451146887243e-17,2.5991503822957476e-17,1.2995751911478738e-17,3.2489379778696845e-18,1.6244689889348422e-18,5.414896629782807e-19,1.3537241574457018e-19,6.768620787228509e-20,2.2562069290761696e-20,7.520689763587231e-21,1.8801724408968078e-21,9.400862204484039e-22,2.3502155511210097e-22,5.875538877802524e-23,1.468884719450631e-23,4.89628239816877e-24,2.448141199084385e-24,8.1604706636146165e-25,2.7201568878715385e-25,9.067189626238462e-26,2.2667974065596154e-26,7.555991355198717e-27,2.518663785066239e-27,8.395545950220796e-28,2.7985153167402654e-28,1.3992576583701327e-28,4.664192194567109e-29,1.5547307315223696e-29,5.182435771741232e-30,1.295608942935308e-30,4.318696476451026e-31,1.439565492150342e-31,7.19782746075171e-32,1.7994568651879276e-32,5.998189550626425e-33,1.4995473876566063e-33,7.497736938283031e-34,2.4992456460943438e-34,8.330818820314479e-35,2.0827047050786198e-35,5.2067617626965495e-36,2.6033808813482748e-36,6.508452203370687e-37,3.2542261016853434e-37,8.135565254213359e-38,2.0338913135533397e-38,6.779637711844465e-39,2.259879237281488e-39,1.129939618640744e-39,2.82484904660186e-40,1.41242452330093e-40,4.708081744336433e-41,1.5693605814454776e-41,7.846802907227388e-42,1.961700726806847e-42,6.53900242268949e-43,2.1796674742298297e-43,1.0898337371149149e-43,2.724584342787287e-44,1.3622921713936436e-44,3.405730428484109e-45,8.514326071210272e-46,4.257163035605136e-46,2.128581517802568e-46,5.32145379450642e-47,1.77381793150214e-47
